id,mu_global,share,seq,FAO90,sand,silt,clay,usda_tex,ref_bd,bd,C,SOC
39190,1443,10,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39191,1444,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39192,1444,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39193,1444,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39194,1444,10,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39195,1445,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39196,1445,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39197,1445,20,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39198,1446,30,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39199,1446,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39200,1446,20,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39201,1446,20,3,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39202,1447,30,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39203,1447,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39204,1447,20,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39205,1447,20,3,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39206,1448,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39207,1448,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39208,1448,20,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39209,1449,70,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39210,1449,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39211,1450,70,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39212,1450,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39213,1453,80,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39214,1453,10,3,NaN,42,36,22,loam,1.4,1.37,1,41.1
39215,1453,10,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39216,1455,90,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39217,1455,10,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39218,1456,45,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39219,1456,45,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39220,1456,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39221,1457,90,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39222,1457,10,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39223,1458,90,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39224,1458,10,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39225,1459,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39226,1459,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39227,1459,10,3,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39228,1460,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39229,1460,30,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39230,1460,10,3,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
39231,1461,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39232,1461,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39233,1461,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39234,1462,60,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39235,1462,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39236,1462,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39237,1463,40,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39238,1463,30,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39239,1463,10,5,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39240,1463,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39241,1463,10,3,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
39242,1464,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39243,1464,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39244,1464,20,2,NaN,42,37,21,loam,1.4,1.37,1.37,56.307
39245,1464,10,4,NaN,42,36,22,loam,1.4,1.37,1,41.1
39246,1465,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39247,1465,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39248,1465,20,2,NaN,42,37,21,loam,1.4,1.37,1.37,56.307
39249,1466,70,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39250,1466,30,2,NaN,42,37,21,loam,1.4,1.37,1.37,56.307
39251,1467,70,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39252,1467,30,2,NaN,42,37,21,loam,1.4,1.37,1.37,56.307
39253,1468,30,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39254,1468,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39255,1468,20,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39256,1468,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39257,1469,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39258,1469,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39259,1469,20,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39260,1470,50,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39261,1470,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39262,1470,20,2,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39263,1470,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39264,1471,50,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39265,1471,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39266,1471,20,2,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39267,1471,10,4,NaN,39,41,20,loam,1.41,1.36,0.8,32.64
39268,1472,70,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39269,1472,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39270,1473,30,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39271,1473,20,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39272,1473,20,3,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39273,1473,20,2,NaN,19,27,54,clay (light),1.22,1.37,1.21,49.731
39274,1473,10,5,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
39275,1475,40,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39276,1475,20,3,NaN,53,22,25,sandy clay loam,1.4,1.4,0.98,41.16
39277,1475,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39278,1475,10,5,NaN,37,40,23,loam,1.38,1.35,1.07,43.335
39279,1475,10,4,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39280,1476,40,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39281,1476,20,3,NaN,53,22,25,sandy clay loam,1.4,1.4,0.98,41.16
39282,1476,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39283,1476,10,5,NaN,37,40,23,loam,1.38,1.35,1.07,43.335
39284,1476,10,4,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39285,1477,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39286,1477,20,3,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39287,1477,20,2,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39288,1477,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39289,1478,40,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39290,1478,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39291,1478,20,2,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39292,1478,10,5,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39293,1478,10,4,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
39294,1479,40,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39295,1479,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39296,1479,20,2,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39297,1479,10,5,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39298,1479,10,4,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
39299,1480,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39300,1480,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39301,1480,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39302,1480,10,3,NaN,36,41,23,loam,1.38,1.32,0.7,27.72
39303,1482,60,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39304,1482,20,3,NaN,53,22,25,sandy clay loam,1.4,1.4,0.98,41.16
39305,1482,20,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39306,1484,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39307,1484,30,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39308,1484,10,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39309,1485,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39310,1485,30,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39311,1485,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39312,1485,10,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39313,1486,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39314,1486,30,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39315,1486,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39316,1486,10,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39317,1487,50,1,NaN,26,25,49,clay (light),1.25,1.46,1.45,63.51
39318,1487,30,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39319,1487,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39320,1487,10,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39321,1488,60,1,NaN,26,25,49,clay (light),1.25,1.46,1.45,63.51
39322,1488,20,3,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39323,1488,20,2,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39324,1489,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39325,1489,20,3,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39326,1489,20,2,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39327,1489,10,4,NaN,49,27,24,sandy clay loam,1.4,1.4,1,42
39328,1490,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39329,1490,30,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39330,1490,10,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39331,1492,90,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39332,1492,10,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39333,1493,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39334,1493,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39335,1493,10,4,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39336,1493,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39337,1494,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39338,1494,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39339,1494,10,4,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39340,1494,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39341,1495,100,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39342,1496,100,1,NaN,36,19,45,clay (light),1.28,1.16,0.99,34.452
39343,1498,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39344,1498,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39345,1498,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39346,1499,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39347,1499,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39348,1499,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39349,1500,90,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39350,1500,10,2,NaN,33,45,22,loam,1.38,1.2,3.71,133.56
39351,1501,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39352,1501,20,3,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39353,1501,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39354,1502,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39355,1502,20,3,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39356,1502,20,2,NaN,42,37,21,loam,1.4,1.37,1.37,56.307
39357,1503,35,1,NaN,80,10,10,sandy loam,1.59,1.45,0.6,26.1
39358,1503,35,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39359,1503,30,3,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39360,1504,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39361,1504,20,3,NaN,36,41,23,loam,1.38,1.32,0.7,27.72
39362,1504,20,2,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
39363,1505,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39364,1505,20,3,NaN,36,41,23,loam,1.38,1.32,0.7,27.72
39365,1505,20,2,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
39366,1506,50,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39367,1506,30,2,NaN,19,27,54,clay (light),1.22,1.37,1.21,49.731
39368,1506,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39369,1506,10,3,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39370,1508,50,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39371,1508,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39372,1508,20,2,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39373,1508,10,4,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
39374,1509,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39375,1509,30,2,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39376,1509,10,3,NaN,36,41,23,loam,1.38,1.32,0.7,27.72
39377,1510,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39378,1510,30,2,NaN,89,6,5,sand,1.7,1.5,0.4,18
39379,1510,10,3,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
39380,1511,70,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39381,1511,30,2,NaN,44,36,20,loam,1.41,1.42,0.97,41.322
39382,1512,70,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39383,1512,30,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39384,1513,50,1,NaN,80,10,10,sandy loam,1.59,1.45,0.6,26.1
39385,1513,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39386,1513,20,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39387,1513,10,4,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39388,1514,40,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39389,1514,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39390,1514,20,2,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
39391,1514,5,7,NaN,37,44,19,loam,1.41,1.42,0.82,34.932
39392,1514,5,6,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39393,1514,5,5,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39394,1514,5,4,NaN,36,43,21,loam,1.39,1.3,0.53,20.67
39395,1515,60,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39396,1515,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39397,1515,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39398,1516,60,1,NaN,36,19,45,clay (light),1.28,1.16,0.99,34.452
39399,1516,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39400,1516,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39401,1517,70,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39402,1517,30,2,NaN,20,24,56,clay (light),1.22,1.31,1.2,47.16
39403,1519,70,1,NaN,36,19,45,clay (light),1.28,1.16,0.99,34.452
39404,1519,30,2,NaN,20,24,56,clay (light),1.22,1.31,1.2,47.16
39405,1520,50,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39406,1520,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39407,1520,20,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39408,1520,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39409,1521,50,1,NaN,80,10,10,sandy loam,1.59,1.45,0.6,26.1
39410,1521,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39411,1521,20,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39412,1521,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39413,1522,50,1,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39414,1522,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39415,1522,20,2,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39416,1522,10,4,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39417,1523,50,1,NaN,80,10,10,sandy loam,1.59,1.45,0.6,26.1
39418,1523,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39419,1523,20,2,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
39420,1523,10,4,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39421,1524,60,1,NaN,47,32,21,loam,1.41,1.42,0.82,34.932
39422,1524,20,3,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39423,1524,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39424,1525,35,1,NaN,47,32,21,loam,1.41,1.42,0.82,34.932
39425,1525,35,2,NaN,30,24,46,clay (light),1.26,1.34,1.39,55.878
39426,1525,30,3,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
39427,1526,70,1,NaN,47,32,21,loam,1.41,1.42,0.82,34.932
39428,1526,30,2,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39429,1527,60,1,NaN,78,11,11,sandy loam,1.57,1.44,0.5,21.6
39430,1527,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39431,1527,20,2,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39432,1528,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39433,1528,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39434,1528,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39435,1529,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39436,1529,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39437,1529,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39438,1530,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39439,1530,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39440,1530,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39441,1532,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39442,1532,30,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39443,1532,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39444,1533,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39445,1533,30,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39446,1533,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39447,1534,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39448,1534,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39449,1534,20,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39450,1536,60,1,NaN,78,11,11,sandy loam,1.57,1.44,0.5,21.6
39451,1536,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39452,1536,20,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39453,1537,70,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39454,1537,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39455,1539,70,1,NaN,78,11,11,sandy loam,1.57,1.44,0.5,21.6
39456,1539,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39457,1540,70,1,NaN,78,11,11,sandy loam,1.57,1.44,0.5,21.6
39458,1540,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39459,1541,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39460,1541,20,3,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39461,1541,20,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39462,1542,70,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39463,1542,30,2,NaN,47,30,23,loam,1.4,1.44,1.13,48.816
39464,1543,60,1,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39465,1543,30,2,NaN,42,37,21,loam,1.4,1.37,1.37,56.307
39466,1543,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39467,1544,100,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39468,1545,100,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39469,1546,60,1,NaN,22,23,55,clay (light),1.22,1.2,1.32,47.52
39470,1546,20,3,NaN,60,14,26,sandy clay loam,1.41,1.4,1.06,44.52
39471,1546,20,2,NaN,22,19,59,clay(heavy),1.21,1.21,1.42,51.546
39472,1547,60,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39473,1547,20,3,NaN,60,14,26,sandy clay loam,1.41,1.4,1.06,44.52
39474,1547,20,2,NaN,22,19,59,clay(heavy),1.21,1.21,1.42,51.546
39475,1548,60,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39476,1548,20,3,NaN,52,25,23,sandy clay loam,1.41,1.31,0.95,37.335
39477,1548,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39478,1549,60,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39479,1549,30,2,NaN,49,27,24,sandy clay loam,1.4,1.4,1,42
39480,1549,10,3,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39481,1550,50,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39482,1550,20,3,NaN,53,22,25,sandy clay loam,1.4,1.4,0.98,41.16
39483,1550,20,2,NaN,47,30,23,loam,1.4,1.44,1.13,48.816
39484,1550,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39485,1552,50,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39486,1552,20,3,NaN,53,22,25,sandy clay loam,1.4,1.4,0.98,41.16
39487,1552,20,2,NaN,47,30,23,loam,1.4,1.44,1.13,48.816
39488,1552,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39489,1553,30,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39490,1553,30,2,NaN,22,23,55,clay (light),1.22,1.2,1.32,47.52
39491,1553,20,4,NaN,34,43,23,loam,1.38,1.39,0.83,34.611
39492,1553,20,3,NaN,49,27,24,sandy clay loam,1.4,1.4,1,42
39493,1554,90,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39494,1554,10,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39495,1555,70,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39496,1555,30,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39497,1556,70,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39498,1556,30,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39499,1557,60,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39500,1557,20,3,NaN,60,14,26,sandy clay loam,1.41,1.4,1.06,44.52
39501,1557,20,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39502,1558,70,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39503,1558,30,2,NaN,49,32,19,loam,1.43,1.33,1.1,43.89
39504,1559,70,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39505,1559,30,2,NaN,60,14,26,sandy clay loam,1.41,1.4,1.06,44.52
39506,1560,70,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39507,1560,30,2,NaN,60,14,26,sandy clay loam,1.41,1.4,1.06,44.52
39508,1561,90,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39509,1561,10,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39510,1562,60,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39511,1562,30,2,NaN,52,25,23,sandy clay loam,1.41,1.31,0.95,37.335
39512,1562,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39513,1563,60,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39514,1563,20,3,NaN,47,30,23,loam,1.4,1.44,1.13,48.816
39515,1563,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39516,1564,60,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39517,1564,30,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39518,1564,10,3,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39519,1565,70,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39520,1565,30,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39521,1566,70,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39522,1566,30,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39523,1567,60,1,NaN,76,13,11,sandy loam,1.56,1.53,0.61,27.999
39524,1567,20,3,NaN,49,27,24,sandy clay loam,1.4,1.4,1,42
39525,1567,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39526,1568,50,1,NaN,22,23,55,clay (light),1.22,1.2,1.32,47.52
39527,1568,30,2,NaN,22,19,59,clay(heavy),1.21,1.21,1.42,51.546
39528,1568,10,4,NaN,57,15,28,sandy clay loam,1.39,1.34,0.98,39.396
39529,1568,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39530,1569,50,1,NaN,22,23,55,clay (light),1.22,1.2,1.32,47.52
39531,1569,30,2,NaN,22,19,59,clay(heavy),1.21,1.21,1.42,51.546
39532,1569,10,4,NaN,57,15,28,sandy clay loam,1.39,1.34,0.98,39.396
39533,1569,10,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39534,1570,60,1,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39535,1570,30,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
