id,mu_global,share,seq,FAO90,sand,silt,clay,usda_tex,ref_bd,bd,C,SOC
23535,27494,70,1,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23536,27494,30,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23537,27495,80,1,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23538,27495,10,2,FERRALSOLS,43,15,42,clay (light),1.3,1.31,1.2,47.16
23539,27495,10,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23540,27496,60,1,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23541,27496,20,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23542,27496,15,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23543,27496,5,4,Haplic Ferralsols,44,16,40,clay (light),1.31,1.42,1.24,52.824
23544,27497,40,1,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23545,27497,25,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23546,27497,20,3,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23547,27497,15,4,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23548,27498,40,1,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23549,27498,20,2,Gleyic Luvisols,53,22,25,sandy clay loam,1.39,1.5,0.63,28.35
23550,27498,20,3,Dystric Plinthosols,47,26,27,sandy clay loam,1.37,1.26,0.82,30.996
23551,27498,10,4,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23552,27498,10,5,VERTISOLS,20,26,54,clay (light),1.22,1.42,0.94,40.044
23553,27499,75,1,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
23554,27499,25,2,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23555,27500,75,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23556,27500,15,2,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23557,27500,10,3,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23558,27501,80,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23559,27501,20,2,Haplic Ferralsols,44,16,40,clay (light),1.31,1.42,1.24,52.824
23560,27502,85,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23561,27502,10,2,Plinthic Ferralsols,46,14,40,sandy clay,1.31,1.31,1.13,44.409
23562,27502,5,3,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
23563,27503,70,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23564,27503,30,2,Haplic Ferralsols,44,16,40,clay (light),1.31,1.42,1.24,52.824
23565,27504,75,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23566,27504,20,2,Haplic Ferralsols,44,16,40,clay (light),1.31,1.42,1.24,52.824
23567,27504,5,3,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23568,27505,90,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23569,27505,10,2,Eutric Cambisols,45,31,24,loam,1.38,1.38,0.87,36.018
23570,27506,90,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23571,27506,10,2,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23572,27507,75,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23573,27507,15,2,Eutric Cambisols,45,31,24,loam,1.38,1.38,0.87,36.018
23574,27507,5,3,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
23575,27507,5,4,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23576,27508,90,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23577,27508,10,2,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23578,27509,95,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23579,27509,5,2,Plinthic Ferralsols,46,14,40,sandy clay,1.31,1.31,1.13,44.409
23580,27510,80,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23581,27510,20,2,Haplic Alisols,51,27,22,sandy clay loam,1.41,1.29,0.93,35.991
23582,27511,60,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23583,27511,30,2,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
23584,27511,10,3,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23585,27512,90,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23586,27512,10,2,Eutric Cambisols,45,31,24,loam,1.38,1.38,0.87,36.018
23587,27513,50,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23588,27513,25,2,Haplic Ferralsols,44,16,40,clay (light),1.31,1.42,1.24,52.824
23589,27513,25,3,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
23590,27514,40,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23591,27514,30,2,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23592,27514,30,3,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23593,27515,50,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23594,27515,40,2,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23595,27515,10,3,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23596,27516,40,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23597,27516,30,2,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23598,27516,20,3,Haplic Alisols,51,27,22,sandy clay loam,1.41,1.29,0.93,35.991
23599,27516,10,4,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23600,27517,70,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23601,27517,30,2,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23602,27518,55,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23603,27518,35,2,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23604,27518,10,3,Plinthic Ferralsols,46,14,40,sandy clay,1.31,1.31,1.13,44.409
23605,27519,100,1,Albic Luvsiols,55,31,14,sandy loam,1.48,1.34,0.59,23.718
23606,27520,100,1,Albic Luvsiols,55,31,14,sandy loam,1.48,1.34,0.59,23.718
23607,27521,40,1,Gleyic Luvisols,53,22,25,sandy clay loam,1.39,1.5,0.63,28.35
23608,27521,40,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23609,27521,20,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23610,27522,50,1,Gleyic Luvisols,53,22,25,sandy clay loam,1.39,1.5,0.63,28.35
23611,27522,50,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23612,27523,50,1,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23613,27523,30,2,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23614,27523,15,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23615,27523,5,4,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23616,27524,75,1,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23617,27524,20,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23618,27524,5,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23619,27525,45,1,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23620,27525,45,2,Eutric Plinthosols,65,18,17,sandy loam,1.47,1.5,0.56,25.2
23621,27525,10,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23622,27526,70,1,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23623,27526,30,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23624,27527,50,1,Vertic Luvisols,32,26,42,clay (light),1.28,1.31,0.82,32.226
23625,27527,50,2,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23626,27528,70,1,Ferric Lixisols,67,15,18,sandy loam,1.47,1.41,0.72,30.456
23627,27528,30,2,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23628,27529,55,1,Plinthic Lixisols,52,27,21,sandy clay loam,1.42,1.46,0.97,42.486
23629,27529,30,2,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23630,27529,10,3,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23631,27529,5,4,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23632,27530,55,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23633,27530,40,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23634,27530,5,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23635,27531,65,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23636,27531,35,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23637,27532,90,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23638,27532,10,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23639,27533,65,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23640,27533,20,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23641,27533,15,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23642,27534,75,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23643,27534,15,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23644,27534,10,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23645,27535,75,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23646,27535,20,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23647,27535,5,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23648,27536,80,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23649,27536,15,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23650,27536,5,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23651,27537,100,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23652,27538,70,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23653,27538,15,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23654,27538,15,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23655,27539,80,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23656,27539,15,2,PLINTHOSOLS,55,24,21,sandy clay loam,1.42,1.38,0.65,26.91
23657,27539,5,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23658,27540,60,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23659,27540,20,2,Humic Alisols,39,29,32,clay loam,1.33,1.19,2.28,81.396
23660,27540,20,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23661,27541,60,1,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23662,27541,15,2,Humic Nitisols,24,27,49,clay (light),1.24,1.18,2.45,86.73
23663,27541,15,3,Dystric Leptosols,53,26,21,sandy clay loam,1.42,1.45,0.75,32.625
23664,27541,10,4,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23665,27542,50,1,Humic Nitisols,24,27,49,clay (light),1.24,1.18,2.45,86.73
23666,27542,40,2,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
23667,27542,10,3,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23668,27543,100,1,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23669,27544,100,1,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23670,27545,65,1,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23671,27545,20,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23672,27545,15,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23673,27546,90,1,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23674,27546,10,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23675,27547,55,1,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23676,27547,30,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23677,27547,15,3,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23678,27548,75,1,Rhodic Nitisols,27,24,49,clay (light),1.25,1.18,1.28,45.312
23679,27548,15,2,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
23680,27548,10,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23681,27549,70,1,Haplic Phaeozems,34,35,31,clay loam,1.33,1.29,1.75,67.725
23682,27549,30,2,Haplic Luvisols,54,25,21,sandy clay loam,1.42,1.43,0.6,25.74
23683,27550,50,1,Haplic Phaeozems,34,35,31,clay loam,1.33,1.29,1.75,67.725
23684,27550,20,2,Humic Nitisols,24,27,49,clay (light),1.24,1.18,2.45,86.73
23685,27550,10,3,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
23686,27550,10,4,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23687,27550,10,5,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23688,27551,65,1,Haplic Phaeozems,34,35,31,clay loam,1.33,1.29,1.75,67.725
23689,27551,20,2,Haplic Phaeozems,34,35,31,clay loam,1.33,1.29,1.75,67.725
23690,27551,15,3,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
23691,27552,100,1,Haplic Phaeozems,34,35,31,clay loam,1.33,1.29,1.75,67.725
23692,27553,100,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23693,27554,80,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23694,27554,15,2,Calcaric Fluvisols,41,39,20,loam,1.4,1.43,0.47,20.163
23695,27554,5,3,ARENOSOLS,89,6,5,sand,1.7,1.5,0.23,10.35
23696,27555,50,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23697,27555,50,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23698,27556,60,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23699,27556,40,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23700,27557,50,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
23701,27557,30,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23702,27557,20,3,Gleyic Luvisols,53,22,25,sandy clay loam,1.39,1.5,0.63,28.35
23703,27558,30,1,Eutric Planosols,56,25,19,sandy loam,1.44,1.46,0.65,28.47
23704,27558,30,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23705,27558,20,3,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23706,27558,20,4,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23707,27559,60,1,Albic Plinthosols,51,28,21,loam,1.42,1.37,0.61,25.071
23708,27559,35,2,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
23709,27559,5,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23710,27560,50,1,Albic Plinthosols,51,28,21,loam,1.42,1.37,0.61,25.071
23711,27560,30,2,Haplic Solonetz,47,27,26,sandy clay loam,1.38,1.51,0.62,28.086
23712,27560,20,3,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23713,27561,45,1,Albic Plinthosols,51,28,21,loam,1.42,1.37,0.61,25.071
23714,27561,45,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23715,27561,10,3,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23716,27562,40,1,Albic Plinthosols,51,28,21,loam,1.42,1.37,0.61,25.071
23717,27562,30,2,Gleyic Luvisols,53,22,25,sandy clay loam,1.39,1.5,0.63,28.35
23718,27562,15,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23719,27562,15,4,VERTISOLS,20,26,54,clay (light),1.22,1.42,0.94,40.044
23720,27563,50,1,Albic Plinthosols,51,28,21,loam,1.42,1.37,0.61,25.071
23721,27563,20,2,Haplic Arenosols,89,6,5,sand,1.7,1.5,0.23,10.35
23722,27563,30,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23723,27564,50,1,Eutric Plinthosols,65,18,17,sandy loam,1.47,1.5,0.56,25.2
23724,27564,30,2,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23725,27564,20,3,Humic Alisols,39,29,32,clay loam,1.33,1.19,2.28,81.396
23726,27565,60,1,Humic Plinthosols,55,24,21,sandy clay loam,1.42,1.38,0.65,26.91
23727,27565,30,2,Xanthic Ferralsols,54,11,35,sandy clay,1.35,1.34,0.95,38.19
23728,27565,10,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23729,27566,40,1,Gleyic Podzols,78,17,5,loamy sand,1.68,1.31,1.73,67.989
23730,27566,40,2,Haplic Arenosols,89,6,5,sand,1.7,1.5,0.23,10.35
23731,27566,20,3,Fibric Histosols,0,0,0,NaN,NaN,0.1,33.87,101.61
23732,27567,100,1,Haplic Podzols,77,18,5,loamy sand,1.68,1.37,2.48,101.928
23733,27568,85,1,Haplic Solonchaks,50,28,22,loam,1.41,1.28,0.45,17.28
23734,27568,15,2,Gleyic Solonchaks,36,34,30,clay loam,1.33,1.39,0.38,15.846
23735,27569,34,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23736,27569,33,2,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
23737,27569,33,3,Umbric Fluvisols,45,32,23,loam,1.39,1.03,2.5,77.25
23738,27570,80,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23739,27570,20,2,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
23740,27571,100,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23741,27572,70,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23742,27572,30,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23743,27573,50,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23744,27573,30,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23745,27573,20,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23746,27574,85,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23747,27574,10,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23748,27574,5,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23749,27575,100,1,Calcic Vertisols,20,27,53,clay (light),1.22,1.3,0.66,25.74
23750,27576,100,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23751,27577,75,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23752,27577,15,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23753,27577,10,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23754,27578,60,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23755,27578,30,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23756,27578,10,3,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23757,27579,35,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23758,27579,35,2,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
23759,27579,10,3,Eutric Plinthosols,65,18,17,sandy loam,1.47,1.5,0.56,25.2
23760,27579,10,4,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23761,27579,10,5,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23762,27580,85,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23763,27580,15,2,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23764,27581,90,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23765,27581,5,2,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23766,27581,5,3,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23767,27582,60,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23768,27582,30,2,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23769,27582,10,3,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23770,27583,100,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23771,27584,40,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23772,27584,40,2,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
23773,27584,15,3,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
23774,27584,5,4,FLUVISOLS,43,33,24,loam,1.38,1.36,0.7,28.56
23775,27585,45,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23776,27585,40,2,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
23777,27585,10,3,Chromic Luvisols,51,22,27,sandy clay loam,1.38,1.45,0.63,27.405
23778,27585,5,4,Haplic Nitisols,45,24,31,clay loam,1.35,1.36,0.95,38.76
23779,27586,100,1,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,1.07,48.471
23780,27587,100,1,Water bodies,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23781,27588,100,1,No Data,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23782,27589,80,1,Luvic Phaeozems,81,10,9,loamy sand,1.6,1.28,0.94,36.096
23783,27589,20,2,Humic Cambisols,78,5,17,sandy loam,1.5,1.12,0.84,28.224
23784,27590,50,1,Luvic Phaeozems,36,35,29,clay loam,1.34,1.3,1.74,67.86
23785,27590,20,2,Haplic Phaeozems,34,36,30,clay loam,1.33,1.29,1.94,75.078
23786,27590,30,3,Eutric Vertisols,11,31,58,clay (light),1.19,1.53,3.35,153.765
23787,27591,70,1,Eutric Planosols,74,12,14,sandy loam,1.52,1.46,1.23,53.874
23788,27591,30,2,Gleyic Phaeozems,46,31,23,loam,1.39,1.46,1.23,53.874
23789,27592,60,1,Luvic Phaeozems,52,26,22,sandy clay loam,1.41,1.3,1.28,49.92
23790,27592,40,2,Haplic Luvisols,69,15,16,sandy loam,1.49,1.45,1.17,50.895
23791,27593,60,1,Luvic Phaeozems,29,33,38,clay loam,1.29,1.23,4.15,153.135
23792,27593,20,2,Eutric Leptosols,55,28,17,sandy loam,1.45,1.35,2.41,97.605
23793,27593,20,3,Humic Cambisols,25,32,43,clay (light),1.26,1.1,1.46,48.18
23794,27594,80,1,Luvic Phaeozems,17,50,33,silty clay loam,1.28,1.29,2.14,82.818
23795,27594,20,2,Eutric Planosols,48,36,16,loam,1.45,1.45,1.53,66.555
23796,27595,40,1,Mollic Planosols,16,57,27,silty clay loam,1.31,1.31,1.86,73.098
23797,27595,30,2,Eutric Planosols,38,46,16,loam,1.43,1.46,1.14,49.932
23798,27595,30,3,Eutric Gleysols,18,59,23,silt loam,1.34,1.4,2.5,105
23799,27596,50,1,Gleyic Phaeozems,4,62,34,silty clay loam,1.26,1.46,3.39,148.482
23800,27596,20,2,Fibric Histosols,0,0,0,NaN,NaN,0.1,37.3,111.9
23801,27596,30,3,Haplic Arenosols,93,5,2,sand,1.84,1.5,0.19,8.55
23802,27597,60,1,Luvic Phaeozems,78,3,19,sandy loam,1.48,1.3,1.23,47.97
23803,27597,20,2,Eutric Planosols,76,12,12,sandy loam,1.55,1.47,0.74,32.634
23804,27597,20,3,Eutric Vertisols,33,23,44,clay (light),1.27,1.5,2.13,95.85
23805,27598,60,1,Luvic Phaeozems,38,25,37,clay loam,1.31,1.29,2.65,102.555
23806,27598,40,2,Haplic Phaeozems,22,32,46,clay (light),1.25,1.29,3.41,131.967
23807,27599,80,1,Eutric Vertisols,7,33,60,clay(heavy),1.18,1.55,4.07,189.255
23808,27599,20,2,Mollic Leptosols,31,36,33,clay loam,1.31,1.11,3.74,124.542
23809,27600,70,1,Lithic Leptosols,42,30,28,clay loam,1.36,1.31,1.99,78.207
23810,27600,30,2,Mollic Leptosols,31,36,33,clay loam,1.31,1.11,3.74,124.542
23811,27601,60,1,Luvic Phaeozems,25,46,29,clay loam,1.32,1.3,3.7,144.3
23812,27601,40,2,Eutric Regosols,35,52,13,silt loam,1.46,1.25,2.44,91.5
23813,27602,50,1,Luvic Phaeozems,20,41,39,clay loam,1.27,1.3,2.96,115.44
23814,27602,50,2,Eutric Vertisols,29,41,30,clay loam,1.32,1.28,3.71,142.464
23815,27603,70,1,Luvic Phaeozems,16,43,41,silty clay,1.25,1.23,1.97,72.693
23816,27603,30,2,Mollic Planosols,24,48,28,clay loam,1.32,1.31,2.85,112.005
23817,27604,70,1,Haplic Luvisols,77,12,11,sandy loam,1.56,1.44,0.95,41.04
23818,27604,30,2,Haplic Acrisols,87,4,9,loamy sand,1.61,1.45,0.47,20.445
23819,27605,100,1,Water bodies,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23820,27606,40,1,Vertic Cambisols,30,28,42,clay (light),1.27,1.34,1.56,62.712
23821,27606,25,2,Haplic Ferralsols,13,31,56,clay (light),1.2,1.42,5.12,218.112
23822,27606,20,3,Vitric Andosols,61,32,7,sandy loam,1.6,0.97,1.79,52.089
23823,27606,15,4,Eutric Vertisols,21,25,54,clay (light),1.22,1.51,2.49,112.797
23824,27607,100,1,Haplic Solonetz,51,10,39,sandy clay,1.33,1.35,0.18,7.29
23825,27608,100,1,Haplic Acrisols,68,20,12,sandy loam,1.53,1.5,0.37,16.65
23826,27609,100,1,Eutric Gleysols,3,43,54,silty clay,1.19,1.25,1,37.5
23827,27610,100,1,Dystric Cambisols,19,37,44,clay (light),1.25,1.25,1.2,45
23828,27611,100,1,Dystric Gleysols,4,31,65,clay(heavy),1.16,1.25,2.41,90.375
23829,27612,100,1,Gleyic Cambisols,16,47,37,silty clay loam,1.27,1.32,1.3,51.48
